station_id,waiting_passengers,next_arrivals,timestamp
15,"{0: 15, 1: 10, 2: 15, 3: 20, 4: 18, 5: 9, 6: 24}",{},1736241676.640886,active
6,"{0: 28, 1: 26, 2: 20, 3: 22, 4: 29, 5: 30, 6: 0}",{},1736241676.661889,active
8,"{0: 7, 1: 25, 2: 4, 3: 29, 4: 19, 5: 23, 6: 1}",{},1736241677.0209162,active
10,"{0: 4, 1: 10, 2: 0, 3: 23, 4: 25, 5: 30, 6: 18}",{},1736241677.1619246,active
1,"{0: 13, 1: 7, 2: 14, 3: 0, 4: 9, 5: 10, 6: 2}",{},1736241677.2709477,active
3,"{0: 11, 1: 19, 2: 9, 3: 27, 4: 22, 5: 24, 6: 7}",{},1736241677.3649397,active
12,"{0: 10, 1: 30, 2: 24, 3: 22, 4: 19, 5: 18, 6: 0}",{},1736241677.3709445,active
14,"{0: 15, 1: 25, 2: 14, 3: 20, 4: 11, 5: 3, 6: 25}",{},1736241677.5369678,active
5,"{0: 13, 1: 20, 2: 12, 3: 23, 4: 4, 5: 8, 6: 6}",{},1736241677.5989718,active
16,"{0: 9, 1: 7, 2: 10, 3: 29, 4: 29, 5: 28, 6: 15}",{},1736241677.719372,active
16,"{0: 9, 1: 7, 2: 10, 3: 32, 4: 29, 5: 28, 6: 15}",{},1736241677.7293901,active
7,"{0: 9, 1: 7, 2: 19, 3: 23, 4: 2, 5: 22, 6: 1}",{},1736241677.7873926,active
0,"{0: 26, 1: 7, 2: 13, 3: 9, 4: 8, 5: 23, 6: 1}",{},1736241678.099401,active
9,"{0: 0, 1: 11, 2: 6, 3: 2, 4: 16, 5: 14, 6: 25}",{},1736241678.1044028,active
11,"{0: 0, 1: 1, 2: 26, 3: 4, 4: 15, 5: 22, 6: 18}",{},1736241678.2714136,active
2,"{0: 29, 1: 5, 2: 18, 3: 5, 4: 11, 5: 21, 6: 29}",{},1736241678.2884166,active
13,"{0: 23, 1: 10, 2: 12, 3: 13, 4: 12, 5: 10, 6: 24}",{},1736241678.4124262,active
4,"{0: 25, 1: 0, 2: 30, 3: 8, 4: 2, 5: 19, 6: 21}",{},1736241678.5384483,active
15,"{0: 15, 1: 10, 2: 15, 3: 20, 4: 18, 5: 9, 6: 24}",{},1736241678.6464412,active
6,"{0: 28, 1: 26, 2: 20, 3: 22, 4: 29, 5: 30, 6: 0}",{},1736241678.6624582,active
17,"{0: 15, 1: 20, 2: 20, 3: 8, 4: 8, 5: 2, 6: 19}",{},1736241678.796133,active
17,"{0: 15, 1: 20, 2: 20, 3: 8, 4: 8, 5: 2, 6: 19}",{},1736241678.814205,active
8,"{0: 7, 1: 25, 2: 4, 3: 29, 4: 19, 5: 23, 6: 1}",{},1736241679.0221646,active
10,"{0: 4, 1: 10, 2: 0, 3: 23, 4: 25, 5: 30, 6: 18}",{},1736241679.1621747,active
1,"{0: 13, 1: 7, 2: 14, 3: 0, 4: 9, 5: 10, 6: 2}",{},1736241679.272172,active
12,"{0: 10, 1: 30, 2: 24, 3: 22, 4: 19, 5: 18, 6: 0}",{},1736241679.3651772,active
3,"{0: 11, 1: 19, 2: 9, 3: 27, 4: 22, 5: 24, 6: 7}",{},1736241679.3711772,active
14,"{0: 15, 1: 25, 2: 14, 3: 20, 4: 11, 5: 3, 6: 25}",{},1736241679.5372026,active
5,"{0: 13, 1: 20, 2: 12, 3: 23, 4: 4, 5: 8, 6: 6}",{},1736241679.6002076,active
16,"{0: 9, 1: 7, 2: 10, 3: 32, 4: 29, 5: 28, 6: 15}",{},1736241679.724203,active
7,"{0: 9, 1: 7, 2: 19, 3: 23, 4: 2, 5: 22, 6: 1}",{},1736241679.8129218,active
18,"{0: 23, 1: 13, 2: 22, 3: 18, 4: 1, 5: 20, 6: 1}",{},1736241679.8969176,active
18,"{0: 23, 1: 13, 2: 22, 3: 18, 4: 1, 5: 20, 6: 1}",{},1736241679.9077299,active
0,"{0: 26, 1: 7, 2: 13, 3: 9, 4: 8, 5: 23, 6: 1}",{},1736241680.100745,active
9,"{0: 0, 1: 11, 2: 6, 3: 2, 4: 16, 5: 14, 6: 25}",{},1736241680.1207476,active
11,"{0: 0, 1: 1, 2: 26, 3: 4, 4: 15, 5: 22, 6: 18}",{},1736241680.2717588,active
2,"{0: 29, 1: 5, 2: 18, 3: 5, 4: 11, 5: 21, 6: 29}",{},1736241680.286758,active
13,"{0: 23, 1: 10, 2: 12, 3: 13, 4: 12, 5: 10, 6: 24}",{},1736241680.4117677,active
4,"{0: 25, 1: 0, 2: 30, 3: 8, 4: 2, 5: 19, 6: 21}",{},1736241680.536778,active
15,"{0: 15, 1: 10, 2: 15, 3: 20, 4: 18, 5: 9, 6: 24}",{},1736241680.646799,active
6,"{0: 28, 1: 26, 2: 20, 3: 22, 4: 29, 5: 30, 6: 0}",{},1736241680.6618006,active
17,"{0: 15, 1: 20, 2: 20, 3: 8, 4: 8, 5: 2, 6: 19}",{},1736241680.8177986,active
8,"{0: 7, 1: 25, 2: 4, 3: 29, 4: 19, 5: 23, 6: 1}",{},1736241682.0358045,active
10,"{0: 4, 1: 10, 2: 0, 3: 23, 4: 25, 5: 30, 6: 18}",{},1736241682.0408132,active
1,"{0: 13, 1: 7, 2: 14, 3: 0, 4: 9, 5: 10, 6: 2}",{},1736241682.0458066,active
12,"{0: 10, 1: 30, 2: 24, 3: 22, 4: 19, 5: 18, 6: 0}",{},1736241682.0518117,active
3,"{0: 11, 1: 19, 2: 9, 3: 27, 4: 22, 5: 24, 6: 7}",{},1736241682.0578055,active
14,"{0: 15, 1: 25, 2: 14, 3: 20, 4: 11, 5: 3, 6: 25}",{},1736241682.0628066,active
5,"{0: 13, 1: 20, 2: 12, 3: 23, 4: 4, 5: 8, 6: 6}",{},1736241682.068807,active
16,"{0: 9, 1: 7, 2: 10, 3: 32, 4: 29, 5: 28, 6: 15}",{},1736241682.0748084,active
7,"{0: 9, 1: 7, 2: 19, 3: 23, 4: 2, 5: 22, 6: 1}",{},1736241682.07981,active
18,"{0: 23, 1: 13, 2: 22, 3: 18, 4: 1, 5: 20, 6: 1}",{},1736241682.0858095,active
0,"{0: 26, 1: 7, 2: 13, 3: 9, 4: 8, 5: 23, 6: 1}",{},1736241682.1156547,active
9,"{0: 0, 1: 11, 2: 6, 3: 2, 4: 16, 5: 14, 6: 25}",{},1736241682.1216426,active
11,"{0: 0, 1: 1, 2: 26, 3: 4, 4: 15, 5: 22, 6: 18}",{},1736241683.2204587,active
2,"{0: 29, 1: 5, 2: 18, 3: 5, 4: 11, 5: 21, 6: 29}",{},1736241683.2254682,active
13,"{0: 23, 1: 10, 2: 12, 3: 13, 4: 12, 5: 10, 6: 24}",{},1736241683.2304604,active
4,"{0: 25, 1: 0, 2: 30, 3: 8, 4: 2, 5: 19, 6: 21}",{},1736241683.2364614,active
15,"{0: 15, 1: 10, 2: 15, 3: 20, 4: 18, 5: 9, 6: 24}",{},1736241683.242464,active
6,"{0: 28, 1: 26, 2: 20, 3: 22, 4: 29, 5: 30, 6: 0}",{},1736241683.2474885,active
17,"{0: 15, 1: 20, 2: 20, 3: 8, 4: 8, 5: 2, 6: 19}",{},1736241683.2544627,active
1,"{0: 13, 1: 7, 2: 14, 3: 0, 4: 9, 5: 10, 6: 2}",{},1736241684.3852751,active
8,"{0: 7, 1: 25, 2: 4, 3: 29, 4: 19, 5: 23, 6: 1}",{},1736241684.391273,active
10,"{0: 4, 1: 10, 2: 0, 3: 23, 4: 25, 5: 30, 6: 18}",{},1736241684.3972795,active
12,"{0: 10, 1: 30, 2: 24, 3: 22, 4: 19, 5: 18, 6: 0}",{},1736241684.403275,active
3,"{0: 11, 1: 19, 2: 9, 3: 27, 4: 22, 5: 24, 6: 7}",{},1736241684.4092762,active
5,"{0: 13, 1: 20, 2: 12, 3: 23, 4: 4, 5: 8, 6: 6}",{},1736241684.4152908,active
16,"{0: 9, 1: 7, 2: 10, 3: 32, 4: 29, 5: 28, 6: 15}",{},1736241684.420273,active
14,"{0: 15, 1: 25, 2: 14, 3: 20, 4: 11, 5: 3, 6: 25}",{},1736241684.4262755,active
18,"{0: 23, 1: 13, 2: 22, 3: 18, 4: 1, 5: 20, 6: 1}",{},1736241684.4322753,active
7,"{0: 9, 1: 7, 2: 19, 3: 23, 4: 2, 5: 22, 6: 1}",{},1736241684.4372962,active
9,"{0: 0, 1: 11, 2: 6, 3: 2, 4: 16, 5: 14, 6: 25}",{},1736241684.443281,active
0,"{0: 26, 1: 7, 2: 13, 3: 9, 4: 8, 5: 23, 6: 1}",{},1736241684.4502783,active
11,"{0: 0, 1: 1, 2: 26, 3: 4, 4: 15, 5: 22, 6: 18}",{},1736241685.6358666,active
13,"{0: 23, 1: 10, 2: 12, 3: 13, 4: 12, 5: 10, 6: 24}",{},1736241685.6418717,active
2,"{0: 29, 1: 5, 2: 18, 3: 5, 4: 11, 5: 21, 6: 29}",{},1736241685.6468694,active
6,"{0: 28, 1: 26, 2: 20, 3: 22, 4: 29, 5: 30, 6: 0}",{},1736241685.6528702,active
15,"{0: 15, 1: 10, 2: 15, 3: 20, 4: 18, 5: 9, 6: 24}",{},1736241685.6588702,active
4,"{0: 25, 1: 0, 2: 30, 3: 8, 4: 2, 5: 19, 6: 21}",{},1736241685.6648707,active
17,"{0: 15, 1: 20, 2: 20, 3: 8, 4: 8, 5: 2, 6: 19}",{},1736241685.6728733,active
1,"{0: 13, 1: 7, 2: 14, 3: 0, 4: 9, 5: 10, 6: 2}",{},1736241686.7956681,active
12,"{0: 10, 1: 30, 2: 24, 3: 22, 4: 19, 5: 18, 6: 0}",{},1736241686.8016553,active
8,"{0: 7, 1: 25, 2: 4, 3: 29, 4: 19, 5: 23, 6: 1}",{},1736241686.8056543,active
10,"{0: 4, 1: 10, 2: 0, 3: 23, 4: 25, 5: 30, 6: 18}",{},1736241686.812658,active
5,"{0: 13, 1: 20, 2: 12, 3: 23, 4: 4, 5: 8, 6: 6}",{},1736241686.8186576,active
16,"{0: 9, 1: 7, 2: 10, 3: 32, 4: 29, 5: 28, 6: 15}",{},1736241686.8236556,active
3,"{0: 11, 1: 19, 2: 9, 3: 27, 4: 22, 5: 24, 6: 7}",{},1736241686.8306572,active
14,"{0: 15, 1: 25, 2: 14, 3: 20, 4: 11, 5: 3, 6: 25}",{},1736241686.8356571,active
18,"{0: 23, 1: 13, 2: 22, 3: 18, 4: 1, 5: 20, 6: 1}",{},1736241686.8416586,active
0,"{0: 26, 1: 7, 2: 13, 3: 9, 4: 8, 5: 23, 6: 1}",{},1736241686.8476593,active
7,"{0: 9, 1: 7, 2: 19, 3: 23, 4: 2, 5: 22, 6: 1}",{},1736241686.8536592,active
9,"{0: 0, 1: 11, 2: 6, 3: 2, 4: 16, 5: 14, 6: 25}",{},1736241686.8586588,active
5,"{0: 13, 1: 20, 2: 12, 3: 23, 4: 4, 5: 8, 6: 6}",{},1736241689.9876091,active
11,"{0: 0, 1: 1, 2: 26, 3: 4, 4: 15, 5: 22, 6: 18}",{},1736241689.992608,active
2,"{0: 29, 1: 5, 2: 18, 3: 5, 4: 11, 5: 21, 6: 29}",{},1736241689.9986265,active
6,"{0: 28, 1: 26, 2: 20, 3: 22, 4: 29, 5: 30, 6: 0}",{},1736241690.0046089,active
13,"{0: 23, 1: 10, 2: 12, 3: 13, 4: 12, 5: 10, 6: 24}",{},1736241690.0116098,active
4,"{0: 25, 1: 0, 2: 30, 3: 8, 4: 2, 5: 19, 6: 21}",{},1736241690.016609,active
15,"{0: 15, 1: 10, 2: 15, 3: 20, 4: 18, 5: 9, 6: 24}",{},1736241690.0216112,active
17,"{0: 15, 1: 20, 2: 20, 3: 8, 4: 8, 5: 2, 6: 19}",{},1736241690.0286124,active
1,"{0: 13, 1: 7, 2: 14, 3: 0, 4: 9, 5: 10, 6: 2}",{},1736241690.0336113,active
8,"{0: 7, 1: 25, 2: 4, 3: 29, 4: 19, 5: 23, 6: 1}",{},1736241690.0406115,active
12,"{0: 10, 1: 30, 2: 24, 3: 22, 4: 19, 5: 18, 6: 0}",{},1736241690.0456114,active
16,"{0: 9, 1: 7, 2: 10, 3: 32, 4: 29, 5: 28, 6: 15}",{},1736241690.0516143,active
10,"{0: 4, 1: 10, 2: 0, 3: 23, 4: 25, 5: 30, 6: 18}",{},1736241690.0566206,active
18,"{0: 23, 1: 13, 2: 22, 3: 18, 4: 1, 5: 20, 6: 1}",{},1736241690.0626125,active
3,"{0: 11, 1: 19, 2: 9, 3: 27, 4: 22, 5: 24, 6: 7}",{},1736241690.0686135,active
14,"{0: 15, 1: 25, 2: 14, 3: 20, 4: 11, 5: 3, 6: 25}",{},1736241690.0776165,active
0,"{0: 26, 1: 7, 2: 13, 3: 9, 4: 8, 5: 23, 6: 1}",{},1736241690.0856166,active
7,"{0: 9, 1: 7, 2: 19, 3: 23, 4: 2, 5: 22, 6: 1}",{},1736241690.0916157,active
9,"{0: 0, 1: 11, 2: 6, 3: 2, 4: 16, 5: 14, 6: 25}",{},1736241690.098618,active
5,"{0: 13, 1: 20, 2: 12, 3: 23, 4: 4, 5: 10, 6: 6}",{},1736241692.1209757,active
4,"{0: 25, 1: 0, 2: 30, 3: 8, 4: 2, 5: 19, 6: 21}",{},1736241692.125991,active
5,"{0: 13, 1: 20, 2: 16, 3: 23, 4: 4, 5: 10, 6: 6}",{},1736241700.1909463,active
11,"{0: 0, 1: 1, 2: 26, 3: 4, 4: 15, 5: 22, 6: 18}",{},1736241702.2200263,active
2,"{0: 29, 1: 5, 2: 18, 3: 5, 4: 11, 5: 21, 6: 29}",{},1736241702.2270298,active
13,"{0: 23, 1: 10, 2: 12, 3: 13, 4: 12, 5: 10, 6: 24}",{},1736241702.2350314,active
6,"{0: 28, 1: 26, 2: 20, 3: 22, 4: 29, 5: 30, 6: 0}",{},1736241702.244031,active
15,"{0: 15, 1: 10, 2: 15, 3: 20, 4: 18, 5: 9, 6: 24}",{},1736241702.251032,active
17,"{0: 15, 1: 20, 2: 20, 3: 8, 4: 8, 5: 2, 6: 19}",{},1736241702.2570481,active
1,"{0: 13, 1: 7, 2: 14, 3: 0, 4: 9, 5: 10, 6: 2}",{},1736241702.2640326,active
12,"{0: 10, 1: 30, 2: 24, 3: 22, 4: 19, 5: 18, 6: 0}",{},1736241702.270033,active
8,"{0: 7, 1: 25, 2: 4, 3: 29, 4: 19, 5: 23, 6: 1}",{},1736241702.2760332,active
10,"{0: 4, 1: 10, 2: 0, 3: 23, 4: 25, 5: 30, 6: 18}",{},1736241702.2830346,active
16,"{0: 9, 1: 7, 2: 10, 3: 32, 4: 29, 5: 28, 6: 15}",{},1736241702.2900352,active
18,"{0: 23, 1: 13, 2: 22, 3: 18, 4: 1, 5: 20, 6: 1}",{},1736241702.2960403,active
3,"{0: 11, 1: 19, 2: 9, 3: 27, 4: 22, 5: 24, 6: 7}",{},1736241702.3020415,active
0,"{0: 26, 1: 7, 2: 13, 3: 9, 4: 8, 5: 23, 6: 1}",{},1736241702.3110378,active
7,"{0: 9, 1: 7, 2: 19, 3: 23, 4: 2, 5: 22, 6: 1}",{},1736241702.3170366,active
14,"{0: 15, 1: 25, 2: 14, 3: 20, 4: 11, 5: 3, 6: 25}",{},1736241702.3230376,active
9,"{0: 0, 1: 11, 2: 6, 3: 2, 4: 16, 5: 14, 6: 25}",{},1736241702.3300376,active
4,"{0: 25, 1: 0, 2: 30, 3: 8, 4: 2, 5: 19, 6: 21}",{},1736241704.3562179,active
5,"{0: 13, 1: 20, 2: 16, 3: 23, 4: 4, 5: 10, 6: 6}",{},1736241706.4009013,active
4,"{0: 25, 1: 0, 2: 30, 3: 8, 4: 2, 5: 19, 6: 21}",{},1736241714.5233526,active
11,"{0: 0, 1: 1, 2: 26, 3: 4, 4: 15, 5: 22, 6: 18}",{},1736241721.6472368,active
2,"{0: 29, 1: 5, 2: 18, 3: 5, 4: 11, 5: 21, 6: 29}",{},1736241721.653239,active
13,"{0: 23, 1: 10, 2: 12, 3: 13, 4: 12, 5: 10, 6: 24}",{},1736241721.6602385,active
6,"{0: 28, 1: 26, 2: 20, 3: 22, 4: 29, 5: 30, 6: 0}",{},1736241721.6682396,active
15,"{0: 15, 1: 10, 2: 15, 3: 20, 4: 18, 5: 9, 6: 24}",{},1736241721.6752415,active
1,"{0: 13, 1: 7, 2: 14, 3: 0, 4: 9, 5: 10, 6: 2}",{},1736241721.6832407,active
17,"{0: 15, 1: 20, 2: 20, 3: 8, 4: 8, 5: 2, 6: 19}",{},1736241721.6902409,active
8,"{0: 7, 1: 25, 2: 4, 3: 29, 4: 19, 5: 23, 6: 1}",{},1736241721.6962407,active
12,"{0: 10, 1: 30, 2: 24, 3: 22, 4: 19, 5: 18, 6: 0}",{},1736241721.7022407,active
18,"{0: 23, 1: 13, 2: 22, 3: 18, 4: 1, 5: 20, 6: 1}",{},1736241721.7092428,active
10,"{0: 4, 1: 10, 2: 0, 3: 23, 4: 25, 5: 30, 6: 18}",{},1736241721.7152433,active
16,"{0: 9, 1: 7, 2: 10, 3: 32, 4: 29, 5: 28, 6: 15}",{},1736241721.7222428,active
3,"{0: 11, 1: 19, 2: 9, 3: 27, 4: 22, 5: 24, 6: 7}",{},1736241721.7292442,active
0,"{0: 26, 1: 7, 2: 13, 3: 9, 4: 8, 5: 23, 6: 1}",{},1736241721.7352455,active
14,"{0: 15, 1: 25, 2: 14, 3: 20, 4: 11, 5: 3, 6: 25}",{},1736241721.7422438,active
7,"{0: 9, 1: 7, 2: 19, 3: 23, 4: 2, 5: 22, 6: 1}",{},1736241721.7482445,active
9,"{0: 0, 1: 11, 2: 6, 3: 2, 4: 16, 5: 14, 6: 25}",{},1736241721.7552464,active
4,"{0: 25, 1: 0, 2: 30, 3: 8, 4: 2, 5: 19, 6: 21}",{},1736241727.8365097,active
5,"{0: 13, 1: 20, 2: 16, 3: 23, 4: 4, 5: 10, 6: 6}",{},1736241731.873825,active
2,"{0: 29, 1: 5, 2: 18, 3: 5, 4: 11, 5: 21, 6: 29}",{},1736241738.9459305,active
4,"{0: 25, 1: 0, 2: 30, 3: 8, 4: 2, 5: 19, 6: 21}",{},1736241746.1035352,active
11,"{0: 0, 1: 1, 2: 26, 3: 4, 4: 15, 5: 22, 6: 18}",{},1736241754.724763,active
13,"{0: 23, 1: 10, 2: 12, 3: 13, 4: 12, 5: 10, 6: 24}",{},1736241754.735766,active
6,"{0: 28, 1: 26, 2: 20, 3: 22, 4: 29, 5: 30, 6: 0}",{},1736241754.7497668,active
15,"{0: 15, 1: 10, 2: 15, 3: 20, 4: 18, 5: 9, 6: 24}",{},1736241754.754765,active
1,"{0: 13, 1: 7, 2: 14, 3: 0, 4: 9, 5: 10, 6: 2}",{},1736241754.764767,active
17,"{0: 15, 1: 20, 2: 20, 3: 8, 4: 8, 5: 2, 6: 19}",{},1736241754.7707667,active
8,"{0: 7, 1: 25, 2: 4, 3: 29, 4: 19, 5: 23, 6: 1}",{},1736241754.7787693,active
10,"{0: 4, 1: 10, 2: 0, 3: 23, 4: 25, 5: 30, 6: 18}",{},1736241754.8347738,active
12,"{0: 10, 1: 30, 2: 24, 3: 22, 4: 19, 5: 18, 6: 0}",{},1736241754.892774,active
18,"{0: 23, 1: 13, 2: 22, 3: 18, 4: 1, 5: 20, 6: 1}",{},1736241754.9127765,active
3,"{0: 11, 1: 19, 2: 9, 3: 27, 4: 22, 5: 24, 6: 7}",{},1736241754.9317799,active
16,"{0: 9, 1: 7, 2: 10, 3: 32, 4: 29, 5: 28, 6: 15}",{},1736241754.9607832,active
14,"{0: 15, 1: 25, 2: 14, 3: 20, 4: 11, 5: 3, 6: 25}",{},1736241754.9687831,active
0,"{0: 26, 1: 7, 2: 13, 3: 9, 4: 8, 5: 23, 6: 1}",{},1736241754.9787824,active
7,"{0: 9, 1: 7, 2: 19, 3: 23, 4: 2, 5: 22, 6: 1}",{},1736241755.0027864,active
9,"{0: 0, 1: 11, 2: 6, 3: 2, 4: 16, 5: 14, 6: 25}",{},1736241755.0137904,active
2,"{0: 32, 1: 5, 2: 18, 3: 5, 4: 11, 5: 21, 6: 29}",{},1736241755.024788,active
4,"{0: 25, 1: 0, 2: 30, 3: 8, 4: 7, 5: 19, 6: 21}",{},1736241765.149119,active
5,"{0: 13, 1: 20, 2: 16, 3: 23, 4: 4, 5: 10, 6: 6}",{},1736241765.1551025,active
2,"{0: 32, 1: 5, 2: 18, 3: 5, 4: 11, 5: 21, 6: 29}",{},1736241775.2506971,active
11,"{0: 0, 1: 1, 2: 26, 3: 4, 4: 15, 5: 22, 6: 18}",{},1736241794.4068983,active
6,"{0: 28, 1: 26, 2: 20, 3: 22, 4: 29, 5: 30, 6: 0}",{},1736241794.4138768,active
13,"{0: 23, 1: 10, 2: 12, 3: 13, 4: 12, 5: 10, 6: 24}",{},1736241794.4198782,active
15,"{0: 15, 1: 10, 2: 15, 3: 20, 4: 18, 5: 9, 6: 24}",{},1736241794.4288795,active
1,"{0: 13, 1: 7, 2: 14, 3: 0, 4: 9, 5: 10, 6: 2}",{},1736241794.4368804,active
17,"{0: 15, 1: 20, 2: 20, 3: 8, 4: 8, 5: 2, 6: 19}",{},1736241794.4438825,active
8,"{0: 7, 1: 25, 2: 4, 3: 29, 4: 19, 5: 23, 6: 1}",{},1736241794.45088,active
10,"{0: 4, 1: 10, 2: 0, 3: 23, 4: 25, 5: 30, 6: 18}",{},1736241794.4568808,active
12,"{0: 10, 1: 30, 2: 24, 3: 22, 4: 19, 5: 18, 6: 0}",{},1736241794.469882,active
18,"{0: 23, 1: 13, 2: 22, 3: 18, 4: 1, 5: 20, 6: 1}",{},1736241794.488882,active
3,"{0: 11, 1: 19, 2: 9, 3: 27, 4: 22, 5: 24, 6: 7}",{},1736241794.5008862,active
16,"{0: 9, 1: 7, 2: 10, 3: 32, 4: 29, 5: 28, 6: 15}",{},1736241794.509887,active
14,"{0: 15, 1: 25, 2: 14, 3: 20, 4: 11, 5: 3, 6: 25}",{},1736241794.5198853,active
0,"{0: 26, 1: 7, 2: 13, 3: 9, 4: 8, 5: 23, 6: 1}",{},1736241794.5288863,active
7,"{0: 9, 1: 7, 2: 19, 3: 23, 4: 2, 5: 22, 6: 1}",{},1736241794.5368886,active
9,"{0: 0, 1: 11, 2: 6, 3: 2, 4: 16, 5: 14, 6: 25}",{},1736241794.5458884,active
2,"{0: 32, 1: 5, 2: 18, 3: 8, 4: 11, 5: 21, 6: 29}",{},1736241795.5649045,active
4,"{0: 25, 1: 0, 2: 30, 3: 8, 4: 7, 5: 19, 6: 21}",{},1736241807.7169592,active
5,"{0: 13, 1: 20, 2: 16, 3: 23, 4: 4, 5: 10, 6: 6}",{},1736241807.7229645,active
11,"{0: 0, 1: 1, 2: 26, 3: 4, 4: 15, 5: 22, 6: 18}",{},1736241838.040078,active
6,"{0: 28, 1: 26, 2: 20, 3: 22, 4: 29, 5: 30, 6: 0}",{},1736241838.0460782,active
15,"{0: 15, 1: 10, 2: 15, 3: 20, 4: 18, 5: 9, 6: 24}",{},1736241838.0520988,active
13,"{0: 23, 1: 10, 2: 12, 3: 13, 4: 12, 5: 10, 6: 24}",{},1736241838.0580797,active
17,"{0: 15, 1: 20, 2: 20, 3: 8, 4: 8, 5: 2, 6: 19}",{},1736241838.066084,active
8,"{0: 7, 1: 25, 2: 4, 3: 29, 4: 19, 5: 23, 6: 1}",{},1736241838.0720901,active
1,"{0: 13, 1: 7, 2: 14, 3: 0, 4: 9, 5: 10, 6: 2}",{},1736241838.0810835,active
10,"{0: 4, 1: 10, 2: 0, 3: 23, 4: 25, 5: 30, 6: 18}",{},1736241838.0870814,active
12,"{0: 10, 1: 30, 2: 24, 3: 22, 4: 19, 5: 18, 6: 0}",{},1736241838.0940835,active
18,"{0: 23, 1: 13, 2: 22, 3: 18, 4: 1, 5: 20, 6: 1}",{},1736241838.101082,active
16,"{0: 9, 1: 7, 2: 10, 3: 32, 4: 29, 5: 28, 6: 15}",{},1736241838.1090844,active
3,"{0: 11, 1: 19, 2: 9, 3: 27, 4: 22, 5: 24, 6: 7}",{},1736241838.1150835,active
14,"{0: 15, 1: 25, 2: 14, 3: 20, 4: 11, 5: 3, 6: 25}",{},1736241838.121084,active
0,"{0: 26, 1: 7, 2: 13, 3: 9, 4: 8, 5: 23, 6: 1}",{},1736241838.130087,active
7,"{0: 9, 1: 7, 2: 19, 3: 23, 4: 2, 5: 22, 6: 1}",{},1736241838.1370852,active
9,"{0: 0, 1: 11, 2: 6, 3: 2, 4: 16, 5: 14, 6: 25}",{},1736241838.1460862,active
2,"{0: 32, 1: 5, 2: 18, 3: 8, 4: 11, 5: 21, 6: 29}",{},1736241838.152089,active
4,"{0: 25, 1: 0, 2: 30, 3: 8, 4: 7, 5: 19, 6: 21}",{},1736241850.2664893,active
5,"{0: 13, 1: 20, 2: 16, 3: 23, 4: 4, 5: 10, 6: 6}",{},1736241850.2734916,active
11,"{0: 0, 1: 1, 2: 26, 3: 4, 4: 15, 5: 22, 6: 18}",{},1736241880.612876,active
15,"{0: 15, 1: 10, 2: 15, 3: 20, 4: 18, 5: 9, 6: 24}",{},1736241880.6198761,active
13,"{0: 23, 1: 10, 2: 12, 3: 13, 4: 12, 5: 10, 6: 24}",{},1736241880.6268778,active
6,"{0: 28, 1: 26, 2: 20, 3: 22, 4: 29, 5: 30, 6: 0}",{},1736241880.6388788,active
17,"{0: 15, 1: 20, 2: 20, 3: 8, 4: 8, 5: 2, 6: 19}",{},1736241880.6448786,active
8,"{0: 7, 1: 25, 2: 4, 3: 29, 4: 19, 5: 23, 6: 1}",{},1736241880.6508806,active
1,"{0: 13, 1: 7, 2: 14, 3: 0, 4: 9, 5: 10, 6: 2}",{},1736241880.6608865,active
10,"{0: 4, 1: 10, 2: 0, 3: 23, 4: 25, 5: 30, 6: 18}",{},1736241880.6678822,active
12,"{0: 10, 1: 30, 2: 24, 3: 22, 4: 19, 5: 18, 6: 0}",{},1736241880.6768823,active
18,"{0: 23, 1: 13, 2: 22, 3: 18, 4: 1, 5: 20, 6: 1}",{},1736241880.683885,active
16,"{0: 9, 1: 7, 2: 10, 3: 32, 4: 29, 5: 28, 6: 15}",{},1736241880.6898813,active
14,"{0: 15, 1: 25, 2: 14, 3: 20, 4: 11, 5: 3, 6: 25}",{},1736241880.6968827,active
3,"{0: 11, 1: 19, 2: 9, 3: 27, 4: 22, 5: 24, 6: 7}",{},1736241880.7048845,active
0,"{0: 26, 1: 7, 2: 13, 3: 9, 4: 8, 5: 23, 6: 1}",{},1736241880.711902,active
2,"{0: 32, 1: 5, 2: 18, 3: 8, 4: 11, 5: 21, 6: 29}",{},1736241880.718885,active
7,"{0: 9, 1: 7, 2: 19, 3: 23, 4: 2, 5: 22, 6: 1}",{},1736241880.7278852,active
9,"{0: 0, 1: 11, 2: 6, 3: 2, 4: 16, 5: 14, 6: 25}",{},1736241880.734886,active
4,"{0: 25, 1: 0, 2: 30, 3: 8, 4: 7, 5: 19, 6: 21}",{},1736241892.8486686,active
5,"{0: 13, 1: 20, 2: 16, 3: 23, 4: 4, 5: 10, 6: 6}",{},1736241892.85465,active
15,"{0: 15, 1: 10, 2: 15, 3: 20, 4: 18, 5: 9, 6: 24}",{},1736241923.1592245,active
11,"{0: 0, 1: 1, 2: 26, 3: 4, 4: 15, 5: 22, 6: 18}",{},1736241923.1662085,active
6,"{0: 28, 1: 26, 2: 20, 3: 22, 4: 29, 5: 30, 6: 0}",{},1736241923.1712081,active
13,"{0: 23, 1: 10, 2: 12, 3: 13, 4: 12, 5: 10, 6: 24}",{},1736241923.180209,active
8,"{0: 7, 1: 25, 2: 4, 3: 29, 4: 19, 5: 23, 6: 1}",{},1736241923.1862094,active
